
Sample,Time(S),CH1(V),OutPut Voltage(V)
1475,0.00677,-1.01893,-4.40978
1476,0.00678,-1.01893,-4.40978
1477,0.00679,-0.98552,-4.40978
1478,0.0068,-0.935408,-4.40978
1479,0.00681,-0.935408,-4.40978
1480,0.00682,-0.885297,-4.40978
1481,0.00683,-0.85189,-4.40978
1482,0.00684,-0.818482,-4.42649
1483,0.00685,-0.785075,-4.42649
1484,0.00686,-0.751667,-4.40978
1485,0.00687,-0.701556,-4.45989
1486,0.00688,-0.634741,-4.45989
1487,0.00689,-0.601334,-4.45989
1488,0.0069,-0.534519,-4.45989
1489,0.00691,-0.467704,-4.45989
1490,0.00692,-0.400889,-4.45989
1491,0.00693,-0.350778,-4.45989
1492,0.00694,-0.283963,-4.45989
1493,0.00695,-0.233852,-4.45989
1494,0.00696,-0.167037,-4.45989
1495,0.00697,-0.100222,-4.45989
1496,0.00698,-0.0668149,-4.4766
1497,0.00699,0,-4.32626
1498,0.007,0.0668149,-3.27393
1499,0.00701,0.13363,-2.12137
1500,0.00702,0.167037,-0.968816
1501,0.00703,0.250556,0.183741
1502,0.00704,0.317371,1.31959
1503,0.00705,0.367482,2.48885
1504,0.00706,0.417593,3.608
1505,0.00707,0.484408,4.45989
1506,0.00708,0.534519,4.45989
1507,0.00709,0.601334,4.45989
1508,0.0071,0.618038,4.44319
1509,0.00711,0.668149,4.40978
1510,0.00712,0.71826,4.40978
1511,0.00713,0.734964,4.39308
1512,0.00714,0.768371,4.39308
1513,0.00715,0.801779,4.39308
1514,0.00716,0.835186,4.39308
1515,0.00717,0.835186,4.39308
1516,0.00718,0.85189,4.37638
1517,0.00719,0.85189,4.35967
1518,0.0072,0.885297,4.39308
1519,0.00721,0.885297,4.35967
1520,0.00722,0.902001,4.37638
1521,0.00723,0.885297,4.37638
1522,0.00724,0.885297,4.37638
1523,0.00725,0.885297,4.37638
1524,0.00726,0.868594,4.37638
1525,0.00727,0.835186,4.34297
1526,0.00728,0.835186,4.37638
1527,0.00729,0.835186,4.37638
1528,0.0073,0.801779,4.37638
1529,0.00731,0.768371,4.37638
1530,0.00732,0.768371,4.37638
1531,0.00733,0.71826,4.37638
1532,0.00734,0.668149,4.37638
1533,0.00735,0.634741,4.37638
1534,0.00736,0.601334,4.37638
1535,0.00737,0.551223,4.37638
1536,0.00738,0.517815,4.37638
1537,0.00739,0.434297,4.37638
1538,0.0074,0.384186,4.37638
1539,0.00741,0.334074,4.37638
1540,0.00742,0.26726,4.37638
1541,0.00743,0.217148,4.37638
1542,0.00744,0.150333,4.37638
1543,0.00745,0.100222,4.37638
1544,0.00746,0.0334074,4.37638
1545,0.00747,-0.0501112,4.37638
1546,0.00748,-0.116926,4.37638
1547,0.00749,-0.150333,3.70823
1548,0.0075,-0.217148,2.27171
1549,0.00751,-0.300667,0.785075
1550,0.00752,-0.350778,-0.668149
1551,0.00753,-0.384186,-2.13808
1552,0.00754,-0.451,-3.64141
1553,0.00755,-0.517815,-4.54341
1554,0.00756,-0.58463,-4.54341
1555,0.00757,-0.634741,-4.52671
1556,0.00758,-0.668149,-4.51
1557,0.00759,-0.751667,-4.4933
1558,0.0076,-0.768371,-4.45989
1559,0.00761,-0.835186,-4.45989
1560,0.00762,-0.85189,-4.40978
1561,0.00763,-0.885297,-4.42649
1562,0.00764,-0.918705,-4.40978
1563,0.00765,-0.935408,-4.40978
1564,0.00766,-0.98552,-4.40978
1565,0.00767,-1.01893,-4.40978
1566,0.00768,-1.00222,-4.40978
1567,0.00769,-1.03563,-4.40978
1568,0.0077,-1.05233,-4.40978
1569,0.00771,-1.05233,-4.40978
1570,0.00772,-1.05233,-4.40978
1571,0.00773,-1.06904,-4.40978
1572,0.00774,-1.03563,-4.40978
1573,0.00775,-1.05233,-4.40978
1574,0.00776,-1.01893,-4.40978
1575,0.00777,-1.01893,-4.40978
1576,0.00778,-1.00222,-4.40978
1577,0.00779,-1.00222,-4.40978
1578,0.0078,-0.935408,-4.40978
1579,0.00781,-0.935408,-4.40978
1580,0.00782,-0.885297,-4.40978
1581,0.00783,-0.85189,-4.40978
1582,0.00784,-0.818482,-4.42649
1583,0.00785,-0.785075,-4.42649
1584,0.00786,-0.751667,-4.40978
1585,0.00787,-0.701556,-4.45989
1586,0.00788,-0.634741,-4.45989
1587,0.00789,-0.601334,-4.45989
1588,0.0079,-0.534519,-4.45989
1589,0.00791,-0.451,-4.40978
1590,0.00792,-0.417593,-4.42649
1591,0.00793,-0.367482,-4.45989
1592,0.00794,-0.283963,-4.45989
1593,0.00795,-0.233852,-4.45989
1594,0.00796,-0.167037,-4.45989
1595,0.00797,-0.116926,-4.45989
1596,0.00798,-0.0501112,-4.45989
1597,0.00799,0,-4.32626
1598,0.008,0.0835186,-3.25723
1599,0.00801,0.116926,-2.10467
